,active,bill_id,bill_slug,bill_type,bill_uri,committee_codes,committees,congressdotgov_url,cosponsors,cosponsors_by_party.D,cosponsors_by_party.I,cosponsors_by_party.R,enacted,govtrack_url,gpo_pdf_uri,house_passage,introduced_date,last_vote,latest_major_action,latest_major_action_date,number,primary_subject,senate_passage,short_title,sponsor_id,sponsor_name,sponsor_party,sponsor_state,sponsor_title,sponsor_uri,subcommittee_codes,summary,summary_short,title,vetoed
4,True,sres176-115,sres176,sres,https://api.propublica.org/congress/v1/115/bills/sres176.json,['SSFR'],Senate Foreign Relations Committee,https://www.congress.gov/bill/115th-congress/senate-resolution/176,45,14.0,,31.0,,https://www.govtrack.us/congress/bills/115/sres176,https://www.govinfo.gov/content/pkg/BILLS-115sres176ats/pdf/BILLS-115sres176ats.pdf,,2017-05-24,2017-06-05,Resolution agreed to in Senate without amendment and with a preamble by Yea-Nay Vote. 90 - 0. Record Vote Number: 138. (consideration: CR S3235-3238),2017-06-05,S.RES.176,International Affairs,,A resolution commemorating the 50th anniversary of the reunification of Jerusalem.,M000355,Mitch McConnell,R,KY,Sen.,https://api.propublica.org/congress/v1/members/M000355.json,[],"(This measure has not been amended since it was introduced. The summary of that version is repeated here.) Recognizes the 50th anniversary of Jerusalem's reunification and extends the Senate's friendship and hopes for peace to Jerusalem's residents and Israel's people.  Reaffirms support for Israel's commitment to religious freedom and administration of holy sites in Jerusalem.  Supports strengthening the mutually beneficial American-Israeli relationship.  Commends Egypt and Jordan, former combatant states of the Six Day War, for embracing a vision of peace and coexistence with Israel and continuing to uphold their respective peace agreements.  Reaffirms: (1) that it is long-standing U.S. bipartisan policy that the permanent status of Jerusalem remains a matter to be decided between the parties through final status negotiations towards a two-state solution; and (2) the Jerusalem Embassy Act of 1995 as U.S. law, and calls upon the President and all U.S. officials to abide by its provisions.","(This measure has not been amended since it was introduced. The summary of that version is repeated here.) Recognizes the 50th anniversary of Jerusalem&#39;s reunification and extends the Senate&#39;s friendship and hopes for peace to Jerusalem&#39;s residents and Israel&#39;s people.  Reaffirms support for Israel&#39;s commitment to religious freedom and administration of holy sites in Jerusalem.  Supports strengthening the mutually beneficial American-Israeli relationship.  Commends Egypt and Jordan, former co...",A resolution commemorating the 50th anniversary of the reunification of Jerusalem.,
13,True,s1219-115,s1219,s,https://api.propublica.org/congress/v1/115/bills/s1219.json,['SSEG'],Senate Energy and Natural Resources Committee,https://www.congress.gov/bill/115th-congress/senate-bill/1219,0,,,,,https://www.govtrack.us/congress/bills/115/s1219,https://www.govinfo.gov/content/pkg/BILLS-115s1219rs/pdf/BILLS-115s1219rs.pdf,,2017-05-24,,By Senator Murkowski from Committee on Energy and Natural Resources filed written report. Report No. 115-403.,2018-12-04,S.1219,Public Lands and Natural Resources,,Lake Bistineau Land Title Stability Act,C001075,Bill Cassidy,R,LA,Sen.,https://api.propublica.org/congress/v1/members/C001075.json,['SSEG03'],"Lake Bistineau Land Title Stability Act This bill declares that the document titled ""Dependent Re-Survey, Extension Survey and Survey of Two Islands, Sections 17, 29, and 30"" (published in the Federal Register on February 27, 1969) shall not be considered to be, or serve as, a gross error determination and shall have no legal force or effect on the ownership of certain land surrounding Lake Bistineau in northern Louisiana.  The meander lines recorded in the original survey of such land approved by the Surveyor General on December 8, 1842, shall be definitive for purposes of determining title to such land and two adjacent islands.  The Department of the Interior shall prepare a disclaimer of any U.S. right, title, or interest in and to any such land that is located outside such meander lines and any omitted land that was in place, but not included, in the original survey. ","Lake Bistineau Land Title Stability Act This bill declares that the document titled &quot;Dependent Re-Survey, Extension Survey and Survey of Two Islands, Sections 17, 29, and 30&quot; (published in the Federal Register on February 27, 1969) shall not be considered to be, or serve as, a gross error determination and shall have no legal force or effect on the ownership of certain land surrounding Lake Bistineau in northern Louisiana.  The meander lines recorded in the original survey of such land approv...","A bill to provide for stability of title to certain land in the State of Louisiana, and for other purposes.",
18,True,s1223-115,s1223,s,https://api.propublica.org/congress/v1/115/bills/s1223.json,"['HSII', 'SLIA']",House Natural Resources Committee,https://www.congress.gov/bill/115th-congress/senate-bill/1223,1,1.0,,,,https://www.govtrack.us/congress/bills/115/s1223,https://www.govinfo.gov/content/pkg/BILLS-115s1223rfh/pdf/BILLS-115s1223rfh.pdf,,2017-05-24,,"Referred to the Subcommittee on Indian, Insular and Alaska Native Affairs.",2018-03-27,S.1223,Native Americans,2018-03-22,Klamath Tribe Judgment Fund Repeal Act,M001176,Jeff Merkley,D,OR,Sen.,https://api.propublica.org/congress/v1/members/M001176.json,['HSII24'],"Klamath Tribe Judgment Fund Repeal Act (Sec. 2) This bill repeals the Klamath Tribe Judgment Fund Act, which sets forth how funds credited to the Klamath Tribe must be distributed. (Sec. 3) The Department of the Interior must disburse to the tribe the balance of funds in per capita trust accounts and trust accounts for remaining legal fees and administration.","Klamath Tribe Judgment Fund Repeal Act (Sec. 2) This bill repeals the Klamath Tribe Judgment Fund Act, which sets forth how funds credited to the Klamath Tribe must be distributed. (Sec. 3) The Department of the Interior must disburse to the tribe the balance of funds in per capita trust accounts and trust accounts for remaining legal fees and administration.",A bill to repeal the Klamath Tribe Judgment Fund Act.,
1,True,s1221-115,s1221,s,https://api.propublica.org/congress/v1/115/bills/s1221.json,['SSFR'],Senate Foreign Relations Committee,https://www.congress.gov/bill/115th-congress/senate-bill/1221,3,2.0,,1.0,,https://www.govtrack.us/congress/bills/115/s1221,https://www.govinfo.gov/content/pkg/BILLS-115s1221rs/pdf/BILLS-115s1221rs.pdf,,2017-05-24,,Placed on Senate Legislative Calendar under General Orders. Calendar No. 118.,2017-06-06,S.1221,International Affairs,,Countering Russian Influence in Europe and Eurasia Act of 2017,C000141,Benjamin L. Cardin,D,MD,Sen.,https://api.propublica.org/congress/v1/members/C000141.json,[],"Countering Russian Influence in Europe and Eurasia Act of 2017 This bill declares that the United States supports the ""Stimson Doctrine"" and thus does not recognize territorial changes effected by force, including the illegal invasions and occupations of Abkhazia, South Ossetia, Crimea, Eastern Ukraine, and Transnistria. The bill: (1) authorizes FY2018-FY2019 assistance for the Countering Russian Influence Fund; and (2) prescribes fund use, including assisting those North Atlantic Treaty Organization (NATO) or European Union (EU) countries that are vulnerable to Russian influence or aggression to enhance their energy security, lessen dependence on Russian energy sources, and protect their infrastructure and electoral mechanisms from cyber attack. The Department of State shall establish a pilot program for Foreign Service officer positions focused on governance and anticorruption activities in vulnerable NATO and EU countries.  The President shall submit annual reports to Congress regarding: (1) media organizations that are controlled and funded by the Russian government and affiliated entities, and (2) Russian influence on elections in Europe or Eurasia. The State Department shall work with the government of Ukraine to increase Ukrainian energy security and production and reduce its reliance on Russian energy imports. Authorizes FY2018-FY2019 assistance to promote Ukrainian energy security. ","Countering Russian Influence in Europe and Eurasia Act of 2017 This bill declares that the United States supports the &quot;Stimson Doctrine&quot; and thus does not recognize territorial changes effected by force, including the illegal invasions and occupations of Abkhazia, South Ossetia, Crimea, Eastern Ukraine, and Transnistria. The bill: (1) authorizes FY2018-FY2019 assistance for the Countering Russian Influence Fund; and (2) prescribes fund use, including assisting those North Atlantic Treaty Orga...","A bill to counter the influence of the Russian Federation in Europe and Eurasia, and for other purposes.",
6,True,s1208-115,s1208,s,https://api.propublica.org/congress/v1/115/bills/s1208.json,['SSGA'],Senate Homeland Security and Governmental Affairs Committee,https://www.congress.gov/bill/115th-congress/senate-bill/1208,2,1.0,,1.0,,https://www.govtrack.us/congress/bills/115/s1208,https://www.govinfo.gov/content/pkg/BILLS-115s1208es/pdf/BILLS-115s1208es.pdf,,2017-05-23,,Held at the desk.,2017-12-22,S.1208,Government Operations and Politics,2017-12-21,Strengthening the Department of Homeland Security Secure Mail Initiative Act,M000639,Robert Menendez,D,NJ,Sen.,https://api.propublica.org/congress/v1/members/M000639.json,[],"(This measure has not been amended since it was reported to the Senate on October 16, 2017. The summary of that version is repeated here.) Strengthening the Department of Homeland Security Secure Mail Initiative Act (Sec. 3) This bill directs the Department of Homeland Security (DHS) to provide for an option under which a person to whom a document is sent under the Secure Mail Initiative may elect to have the U.S. Postal Service (USPS) use the Hold for Pickup service or the Signature Confirmation service in delivering the document. DHS shall require payment of a fee for such services, which shall be deposited into the Immigration Examinations Fee Account and used to cover DHS and USPS costs of providing such services. The USPS: (1) may promulgate regulations that minimize such costs and do not require it to incur additional expenses that are not recoverable, and (2) shall notify DHS of any changes to such services. If DHS determines that substantially similar services offered by a private carrier would provide better service and value than the USPS services, it may discontinue use of the USPS services and enter into a contract with the private carrier.  (Sec. 4) DHS must report to Congress within two years of this bill's enactment describing the implementation of requirements under this bill, the fee imposed, and the number of times during the previous year that a person used a service under this bill.","(This measure has not been amended since it was reported to the Senate on October 16, 2017. The summary of that version is repeated here.) Strengthening the Department of Homeland Security Secure Mail Initiative Act (Sec. 3) This bill directs the Department of Homeland Security (DHS) to provide for an option under which a person to whom a document is sent under the Secure Mail Initiative may elect to have the U.S. Postal Service (USPS) use the Hold for Pickup service or the Signature Confirma...","A bill to direct the Secretary of Homeland Security to provide for an option under the Secure Mail Initiative under which a person to whom a document is sent under that initiative may elect to have the United States Postal Service use the Hold for Pickup service or the Signature Confirmation service in delivering the document, and for other purposes.",
9,True,s1204-115,s1204,s,https://api.propublica.org/congress/v1/115/bills/s1204.json,['SSGA'],Senate Homeland Security and Governmental Affairs Committee,https://www.congress.gov/bill/115th-congress/senate-bill/1204,1,,,1.0,,https://www.govtrack.us/congress/bills/115/s1204,https://www.govinfo.gov/content/pkg/BILLS-115s1204rs/pdf/BILLS-115s1204rs.pdf,,2017-05-23,,Placed on Senate Legislative Calendar under General Orders. Calendar No. 561.,2018-09-04,S.1204,Government Operations and Politics,,Post Office Discontinuance Accountability Act of 2018,M001170,Claire McCaskill,D,MO,Sen.,https://api.propublica.org/congress/v1/members/M001170.json,[],"Post Office Discontinuance Accountability Act of 2017 This bill establishes procedures under which the United States Postal Service (USPS) may carry out emergency suspensions of post offices because of a natural disaster, damage to or destruction of a post office, or a lack of qualified personnel to operate it or adequate measures to safeguard it.  A District Manager implementing an emergency suspension must: (1) provide immediate notice to the Headquarters Review Coordinator or the Field Performance office, local officials of the USPS, and customers; (2) establish alternate service as quickly as possible; (3) temporarily reassign each employee of the post office; and (4) form a suspension review team, which shall review the suspension and recommend that the suspension continue or that the post office reopen.  If the team recommends that the suspension continue, the District Manager shall either initiate discontinuance procedures for the post office or publish a plan to restore service within 180 days. If restoration is delayed, the District Manager must publish notice and either host a public forum in the affected community or initiate discontinuance procedures. The District Manager shall immediately notify the affected community when a post office is reopened or service is restored.  The bill authorizes the USPS to establish an alternative process to suspend postal services to a community based on the expiration of a lease or rental agreement for a post office. The District Manager shall take specified steps to: (1) negotiate an extension of an expiring agreement, the sale of the post office to the USPS, or a new agreement for postal service; (2) provide for the disruption of service if the negotiations fail and for the restoration of service; or (3) initiate discontinuance procedures. ","Post Office Discontinuance Accountability Act of 2017 This bill establishes procedures under which the United States Postal Service (USPS) may carry out emergency suspensions of post offices because of a natural disaster, damage to or destruction of a post office, or a lack of qualified personnel to operate it or adequate measures to safeguard it.  A District Manager implementing an emergency suspension must: (1) provide immediate notice to the Headquarters Review Coordinator or the Field Per...","A bill to authorize the United States Postal Service to carry out emergency suspensions of post offices in accordance with certain procedures, and for other purposes.",
12,True,sres175-115,sres175,sres,https://api.propublica.org/congress/v1/115/bills/sres175.json,[],,https://www.congress.gov/bill/115th-congress/senate-resolution/175,4,2.0,,2.0,,https://www.govtrack.us/congress/bills/115/sres175,https://www.govinfo.gov/content/pkg/BILLS-115sres175ats/pdf/BILLS-115sres175ats.pdf,,2017-05-22,,"Submitted in the Senate, considered, and agreed to without amendment and with a preamble by Unanimous Consent. (consideration: CR S3073; text: CR S3072)",2017-05-22,S.RES.175,Public Lands and Natural Resources,,A resolution recognizing the 100th anniversary of the commissioned officer corps of the National Oceanic and Atmospheric Administration.,S001198,Dan Sullivan,R,AK,Sen.,https://api.propublica.org/congress/v1/members/S001198.json,[],"(This measure has not been amended since it was introduced. The summary of that version is repeated here.) Recognizes the 100th anniversary of the commissioned officer corps of the National Oceanic and Atmospheric Administration (NOAA), and honors the valor, commitment, and sacrifice that officers of the NOAA Corps have displayed throughout its history.","(This measure has not been amended since it was introduced. The summary of that version is repeated here.) Recognizes the 100th anniversary of the commissioned officer corps of the National Oceanic and Atmospheric Administration (NOAA), and honors the valor, commitment, and sacrifice that officers of the NOAA Corps have displayed throughout its history.",A resolution recognizing the 100th anniversary of the commissioned officer corps of the National Oceanic and Atmospheric Administration.,
17,True,s1199-115,s1199,s,https://api.propublica.org/congress/v1/115/bills/s1199.json,['SSGA'],Senate Homeland Security and Governmental Affairs Committee,https://www.congress.gov/bill/115th-congress/senate-bill/1199,2,1.0,,1.0,,https://www.govtrack.us/congress/bills/115/s1199,https://www.govinfo.gov/content/pkg/BILLS-115s1199rs/pdf/BILLS-115s1199rs.pdf,,2017-05-22,,Placed on Senate Legislative Calendar under General Orders. Calendar No. 254.,2017-10-30,S.1199,Emergency Management,,Border Enforcement Security Task Force Reauthorization Act of 2017,M001170,Claire McCaskill,D,MO,Sen.,https://api.propublica.org/congress/v1/members/M001170.json,[],"Border Enforcement Security Task Force Reauthorization Act of 2017 (Sec. 2) This bill amends the Homeland Security Act of 2002 to require the Department of Homeland Security (DHS), before establishing a Border Enforcement Security Task Force (BEST) unit, to apply risk-based criteria that takes into consideration specified factors, including:  whether the area in which the BEST unit would be established is significantly impacted by threats posed by transnational criminal organizations; the extent to which the unit would advance DHS's homeland and border security strategic priorities and related objectives; and   whether departmental Joint Task Force operations would be enhanced, improved, or otherwise assisted by the unit.  A BEST unit with a port security nexus must be composed of at least one member of: (1) the Coast Guard Investigative Service, and (2) the geographically responsible Coast Guard Sector Intelligence Office. The bill modifies the DHS annual reporting requirement on the BEST program to require::  a description of the effectiveness of BEST in disrupting and dismantling transnational criminal organizations and reducing child exploitation; an assessment of how BEST enhances information-sharing; a description of how BEST advances DHS's homeland and border security strategic priorities and effectiveness of BEST in achieving related objectives;  an assessment of BEST's joint operational efforts with departmental Joint Task Force operations; an assessment of whether additional authorities are needed to accomplish the BEST mission; an assessment of whether additional Memos of Understanding are needed to address intelligence and coordination gaps; and an assessment of whether funding has an impact on the overall mission of BEST operations to assist in advancing DHS's homeland and border security priorities and related objectives.  (Sec. 3) The bill expresses the sense of Congress that providing personnel danger pay to U.S Immigration and Customs Enforcement (ICE) agents who are assigned to dangerous overseas posts will: (1) help modernize ICE's overseas workforce compensation system, and (2) place ICE on equal footing with the law enforcement agencies of the Department of Justice. The Department of State may not deny a request by the Drug Enforcement Administration, the Federal Bureau of Investigation, or ICE to authorize a danger pay allowance for any employee of such agencies. ICE must submit a report to the congressional foreign affairs and homeland security committees that specifies the overseas posts that have been designated as locations at which ICE agents will receive a danger pay allowance and the justification for each such designation.","Border Enforcement Security Task Force Reauthorization Act of 2017 (Sec. 2) This bill amends the Homeland Security Act of 2002 to require the Department of Homeland Security (DHS), before establishing a Border Enforcement Security Task Force (BEST) unit, to apply risk-based criteria that takes into consideration specified factors, including:  whether the area in which the BEST unit would be established is significantly impacted by threats posed by transnational criminal organizations; the ext...","A bill to amend the Homeland Security Act of 2002 to reauthorize the Border Enforcement Security Task Force program within the Department of Homeland Security, and for other purposes.",
6,True,sres173-115,sres173,sres,https://api.propublica.org/congress/v1/115/bills/sres173.json,[],,https://www.congress.gov/bill/115th-congress/senate-resolution/173,67,27.0,1.0,39.0,,https://www.govtrack.us/congress/bills/115/sres173,https://www.govinfo.gov/content/pkg/BILLS-115sres173ats/pdf/BILLS-115sres173ats.pdf,,2017-05-18,,"Submitted in the Senate, considered, and agreed to without amendment and with a preamble by Unanimous Consent. (consideration: CR S3048; text as passed Senate: CR S3045-3046)",2017-05-18,S.RES.173,Crime and Law Enforcement,2017-05-18,"A resolution designating the week of May 15 through May 21, 2017, as ""National Police Week"".",G000386,Charles E. Grassley,R,IA,Sen.,https://api.propublica.org/congress/v1/members/G000386.json,[],"(This measure has not been amended since it was introduced. The summary of that version is repeated here.) Designates the week of May 15-May 21, 2017, as National Police Week.  Expresses support for law enforcement officers across the United States for their efforts to build safer and more secure communities.  Recognizes: (1) the need to ensure that law enforcement officers have the equipment, training, and resources necessary to protect their health and safety; and (2) the members of the law enforcement community for their selfless acts of bravery.  Honors and remembers law enforcement officers who have made the ultimate sacrifice. Expresses condolences to the loved ones of each law enforcement officer who has made the ultimate sacrifice in the line of duty. ","(This measure has not been amended since it was introduced. The summary of that version is repeated here.) Designates the week of May 15-May 21, 2017, as National Police Week.  Expresses support for law enforcement officers across the United States for their efforts to build safer and more secure communities.  Recognizes: (1) the need to ensure that law enforcement officers have the equipment, training, and resources necessary to protect their health and safety; and (2) the members of the law...","A resolution designating the week of May 15 through May 21, 2017, as ""National Police Week"".",
7,True,sres172-115,sres172,sres,https://api.propublica.org/congress/v1/115/bills/sres172.json,[],,https://www.congress.gov/bill/115th-congress/senate-resolution/172,12,8.0,,4.0,,https://www.govtrack.us/congress/bills/115/sres172,https://www.govinfo.gov/content/pkg/BILLS-115sres172ats/pdf/BILLS-115sres172ats.pdf,,2017-05-18,,"Submitted in the Senate, considered, and agreed to without amendment and with a preamble by Unanimous Consent. (consideration: CR S3048; text as passed Senate: CR S3045)",2017-05-18,S.RES.172,Social Welfare,2017-05-18,"A resolution designating May 2017 as ""Older Americans Month"".",C001035,Susan Collins,R,ME,Sen.,https://api.propublica.org/congress/v1/members/C001035.json,[],(This measure has not been amended since it was introduced. The summary of that version is repeated here.) Designates May 2017 as Older Americans Month.,(This measure has not been amended since it was introduced. The summary of that version is repeated here.) Designates May 2017 as Older Americans Month.,"A resolution designating May 2017 as ""Older Americans Month"".",
8,True,sres174-115,sres174,sres,https://api.propublica.org/congress/v1/115/bills/sres174.json,['SSJU'],Senate Judiciary Committee,https://www.congress.gov/bill/115th-congress/senate-resolution/174,12,5.0,,7.0,,https://www.govtrack.us/congress/bills/115/sres174,https://www.govinfo.gov/content/pkg/BILLS-115sres174ats/pdf/BILLS-115sres174ats.pdf,,2017-05-18,,Resolution agreed to in Senate without amendment and an amended preamble by Unanimous Consent. (text: CR S3342-3343),2017-06-07,S.RES.174,Social Welfare,,A resolution recognizing the 100th anniversary of Lions Clubs International and celebrating the Lions Clubs International for a long history of humanitarian service.,M000934,Jerry Moran,R,KS,Sen.,https://api.propublica.org/congress/v1/members/M000934.json,[],"(This measure has not been amended since it was introduced. The summary of that version is repeated here.) Congratulates Lions Clubs International on its 100th anniversary on June 7, 2017, and recognizes Lions Clubs International for promoting community service and humanitarian assistance.","(This measure has not been amended since it was introduced. The summary of that version is repeated here.) Congratulates Lions Clubs International on its 100th anniversary on June 7, 2017, and recognizes Lions Clubs International for promoting community service and humanitarian assistance.",A resolution recognizing the 100th anniversary of Lions Clubs International and celebrating the Lions Clubs International for a long history of humanitarian service.,
10,True,sconres15-115,sconres15,sconres,https://api.propublica.org/congress/v1/115/bills/sconres15.json,['SSGA'],Senate Homeland Security and Governmental Affairs Committee,https://www.congress.gov/bill/115th-congress/senate-concurrent-resolution/15,3,1.0,,2.0,,https://www.govtrack.us/congress/bills/115/sconres15,https://www.govinfo.gov/content/pkg/BILLS-115sconres15es/pdf/BILLS-115sconres15es.pdf,,2017-05-18,,Held at the desk.,2017-08-04,S.CON.RES.15,Emergency Management,,"A concurrent resolution expressing support for the designation of October 28, 2017, as ""Honoring the Nation's First Responders Day"".",W000817,Elizabeth Warren,D,MA,Sen.,https://api.propublica.org/congress/v1/members/W000817.json,[],"(This measure has not been amended since it was reported to the Senate on July 27, 2017. The summary of that version is repeated here.) Supports the designation of October 28, 2017, as Honoring the Nation's First Responders Day.","(This measure has not been amended since it was reported to the Senate on July 27, 2017. The summary of that version is repeated here.) Supports the designation of October 28, 2017, as Honoring the Nation&#39;s First Responders Day.","A concurrent resolution expressing support for the designation of October 28, 2017, as ""Honoring the Nation's First Responders Day"".",
11,True,s1182-115,s1182,s,https://api.propublica.org/congress/v1/115/bills/s1182.json,['SSBK'],"Senate Banking, Housing, and Urban Affairs Committee",https://www.congress.gov/bill/115th-congress/senate-bill/1182,76,39.0,2.0,35.0,2018-07-31,https://www.govtrack.us/congress/bills/115/s1182,https://www.govinfo.gov/content/pkg/BILLS-115s1182enr/pdf/BILLS-115s1182enr.pdf,2018-07-25,2017-05-18,2018-07-31,Became Public Law No: 115-225.,2018-07-31,S.1182,Finance and Financial Sector,2017-08-03,National Flood Insurance Program Extension Act of 2018,Y000064,Todd Young,R,IN,Sen.,https://api.propublica.org/congress/v1/members/Y000064.json,[],"National Flood Insurance Program Extension Act of 2018 (Sec. 2) This bill amends the National Flood Insurance Act of 1968 to reauthorize the National Flood Insurance Program through November 30, 2018.","National Flood Insurance Program Extension Act of 2018 (Sec. 2) This bill amends the National Flood Insurance Act of 1968 to reauthorize the National Flood Insurance Program through November 30, 2018.",A bill to require the Secretary of the Treasury to mint commemorative coins in recognition of the 100th anniversary of The American Legion.,
1,True,s1181-115,s1181,s,https://api.propublica.org/congress/v1/115/bills/s1181.json,['SSEG'],Senate Energy and Natural Resources Committee,https://www.congress.gov/bill/115th-congress/senate-bill/1181,1,1.0,,,,https://www.govtrack.us/congress/bills/115/s1181,https://www.govinfo.gov/content/pkg/BILLS-115s1181rs/pdf/BILLS-115s1181rs.pdf,,2017-05-18,,Placed on Senate Legislative Calendar under General Orders. Calendar No. 373.,2018-04-11,S.1181,Public Lands and Natural Resources,,Good Samaritan Search and Recovery Act,H001041,Dean Heller,R,NV,Sen.,https://api.propublica.org/congress/v1/members/H001041.json,[],"Good Samaritan Search and Recovery Act   This bill directs the Department of the Interior and the Department of Agriculture (USDA) to implement a process to provide eligible organizations and individuals expedited access to federal land to conduct good Samaritan search-and-recovery missions, which are searches for one or more missing individuals believed to be deceased at the time that the search is initiated.  The bill sets forth procedures for the approval or denial of requests made by eligible organizations or individuals to carry out a good Samaritan search-and-recovery mission.  Interior and USDA shall develop search-and-recovery focused partnerships with search-and-recovery organizations to coordinate good Samaritan search-and-recovery missions, and expedite and accelerate mission efforts for missing individuals. ","Good Samaritan Search and Recovery Act   This bill directs the Department of the Interior and the Department of Agriculture (USDA) to implement a process to provide eligible organizations and individuals expedited access to federal land to conduct good Samaritan search-and-recovery missions, which are searches for one or more missing individuals believed to be deceased at the time that the search is initiated.  The bill sets forth procedures for the approval or denial of requests made by elig...","A bill to direct the Secretary of the Interior and Secretary of Agriculture to expedite access to certain Federal land under the administrative jurisdiction of each Secretary for good Samaritan search-and-recovery missions, and for other purposes.",
11,True,sres171-115,sres171,sres,https://api.propublica.org/congress/v1/115/bills/sres171.json,[],,https://www.congress.gov/bill/115th-congress/senate-resolution/171,3,1.0,,2.0,,https://www.govtrack.us/congress/bills/115/sres171,https://www.govinfo.gov/content/pkg/BILLS-115sres171ats/pdf/BILLS-115sres171ats.pdf,,2017-05-17,,"Submitted in the Senate, considered, and agreed to without amendment and with a preamble by Unanimous Consent. (consideration: CR S3021; text as passed Senate: CR S3020)",2017-05-17,S.RES.171,Transportation and Public Works,2017-05-17,A resolution supporting the goals and ideals of National Travel and Tourism Week and honoring the valuable contributions of travel and tourism to the United States.,K000367,Amy Klobuchar,D,MN,Sen.,https://api.propublica.org/congress/v1/members/K000367.json,[],(This measure has not been amended since it was introduced. The summary has been expanded because action occurred on the measure.) Supports the goals and ideals of National Travel and Tourism Week. Commends travel and tourism industry employees for their important contributions to the United States.,(This measure has not been amended since it was introduced. The summary has been expanded because action occurred on the measure.) Supports the goals and ideals of National Travel and Tourism Week. Commends travel and tourism industry employees for their important contributions to the United States.,A resolution supporting the goals and ideals of National Travel and Tourism Week and honoring the valuable contributions of travel and tourism to the United States.,
12,True,sres168-115,sres168,sres,https://api.propublica.org/congress/v1/115/bills/sres168.json,['SSFR'],Senate Foreign Relations Committee,https://www.congress.gov/bill/115th-congress/senate-resolution/168,32,24.0,,8.0,,https://www.govtrack.us/congress/bills/115/sres168,https://www.govinfo.gov/content/pkg/BILLS-115sres168rs/pdf/BILLS-115sres168rs.pdf,,2017-05-17,,Placed on Senate Legislative Calendar under General Orders. Calendar No. 226.,2017-09-19,S.RES.168,International Affairs,,A resolution supporting respect for human rights and encouraging inclusive governance in Ethiopia.,C000141,Benjamin L. Cardin,D,MD,Sen.,https://api.propublica.org/congress/v1/members/C000141.json,[],"Condemns: (1) killings of peaceful protesters and excessive use of force by Ethiopian security forces; (2) the detention of journalists, students, activists, and political leaders who exercise their constitutional rights to freedom of assembly and expression through peaceful protests; and (3) abuse of the Anti-Terrorism Proclamation to stifle political and civil dissent and journalistic freedoms.  Urges protesters in Ethiopia to refrain from violence and to reject violence in demonstrations. Calls on the government of Ethiopia to:  address broad and persistent concerns expressed across large swatches of the citizenry; end the practice of excessive force by security forces, enforce professional discipline, and hold accountable security forces responsible for such abuses; grant the United Nations (U.N.) High Commissioner for Human Rights and U.N. Special Rapporteurs access to conduct a comprehensive examination of the state of human rights in Ethiopia and work with such entities to improve human rights conditions; conduct an investigation into the killings, detentions, and instances of excessive use of force that took place in response to protests in the Oromia and Amhara regions, hold security forces accused of such actions accountable through public proceedings, and publicly release written findings from such investigation; release from incarceration all dissidents, members of the political opposition, activists, and journalists who have been jailed for exercising constitutional rights; respect the right to freedom of peaceful assembly and guarantee freedom of the press and mass media; engage in open consultations relative to its development strategy, especially those strategies that could result in people's displacement from land; and  cease proclamations that are used to harass individuals or organizations engaging in peaceful political dissent or that prohibit funding for civil society organizations working for respect for constitutional rights, the rule of law, and protection of human rights.  Calls on the Department of State to: (1) share with Congress the recently concluded interagency review of U.S. security assistance and a description of current objectives and criteria that advance critical regional security objectives while mitigating the threat of assistance being misused; (2) engage with the Ethiopian government in strengthening the bilateral Working Group on Democracy, Governance, and Human Rights and provide support for implementation of Ethiopia's National Human Rights Action Plan; and (3) improve oversight and accountability of U.S. assistance to Ethiopia and ensure that such assistance reinforces long-term goals for improved governance. Calls on: (1) the U.S. Agency for International Development to lead efforts to develop a comprehensive strategy to support improved democracy and governance in Ethiopia; and (2) the President to apply appropriate sanctions on foreign persons or entities responsible for extrajudicial killings, torture, or other gross violations of internationally recognized human rights committed against any nationals in Ethiopia.  Supports the peaceful efforts of the Ethiopian people to exercise their constitutional rights.","Condemns: (1) killings of peaceful protesters and excessive use of force by Ethiopian security forces; (2) the detention of journalists, students, activists, and political leaders who exercise their constitutional rights to freedom of assembly and expression through peaceful protests; and (3) abuse of the Anti-Terrorism Proclamation to stifle political and civil dissent and journalistic freedoms.  Urges protesters in Ethiopia to refrain from violence and to reject violence in demonstrations. ...",A resolution supporting respect for human rights and encouraging inclusive governance in Ethiopia.,
